Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,filename,instructions
201,1692376245063,18/08/2023 16:30:45,1692376244947,1,18/08/2023 17:30:44,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,95027.30000000075,,,j,189,0,1,0,,,,,1,main task,P01.flac,
202,1692376245570,18/08/2023 16:30:45,1692376245465,1,18/08/2023 17:30:45,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,95545.10000000149,,,j,190,0,1,0,,,,,1,main task,P01.flac,
203,1692376246035,18/08/2023 16:30:46,1692376245949,1,18/08/2023 17:30:45,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,96029.80000000075,,,j,191,0,1,0,,,,,1,main task,P01.flac,
204,1692376246514,18/08/2023 16:30:46,1692376246466,1,18/08/2023 17:30:46,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,96546.70000000298,,,j,192,0,1,0,,,,,1,main task,P01.flac,
205,1692376247038,18/08/2023 16:30:47,1692376246952,1,18/08/2023 17:30:46,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,97032.5,,,j,193,0,1,0,,,,,1,main task,P01.flac,
206,1692376247549,18/08/2023 16:30:47,1692376247478,1,18/08/2023 17:30:47,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,97558.10000000149,,,j,194,0,1,0,,,,,1,main task,P01.flac,
207,1692376248073,18/08/2023 16:30:48,1692376247983,1,18/08/2023 17:30:47,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,98063.70000000298,,,j,195,0,1,0,,,,,1,main task,P01.flac,
208,1692376248597,18/08/2023 16:30:48,1692376248464,1,18/08/2023 17:30:48,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,98544.10000000149,,,j,196,0,1,0,,,,,1,main task,P01.flac,
209,1692376249146,18/08/2023 16:30:49,1692376248988,1,18/08/2023 17:30:48,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,99068.40000000224,,,j,197,0,1,0,,,,,1,main task,P01.flac,
210,1692376249530,18/08/2023 16:30:49,1692376249479,1,18/08/2023 17:30:49,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,99559.80000000075,,,j,198,0,1,0,,,,,1,main task,P01.flac,
211,1692376250365,18/08/2023 16:30:50,1692376249959,1,18/08/2023 17:30:49,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,100039.70000000298,,,j,199,0,1,0,,,,,1,main task,P01.flac,
212,1692376250892,18/08/2023 16:30:50,1692376250483,1,18/08/2023 17:30:50,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,100562.90000000224,,,j,200,0,1,0,,,,,1,main task,P01.flac,
213,1692376251078,18/08/2023 16:30:51,1692376250986,1,18/08/2023 17:30:50,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,101066.20000000298,,,j,201,0,1,0,,,,,1,main task,P01.flac,
214,1692376251608,18/08/2023 16:30:51,1692376251479,1,18/08/2023 17:30:51,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,101559.60000000149,,,j,202,0,1,0,,,,,1,main task,P01.flac,
215,1692376252080,18/08/2023 16:30:52,1692376251999,1,18/08/2023 17:30:51,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,102079.20000000298,,,j,203,0,1,0,,,,,1,main task,P01.flac,
216,1692376252562,18/08/2023 16:30:52,1692376252516,1,18/08/2023 17:30:52,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,102596.20000000298,,,j,204,0,1,0,,,,,1,main task,P01.flac,
217,1692376253114,18/08/2023 16:30:53,1692376253005,1,18/08/2023 17:30:53,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,103085.20000000298,,,j,205,0,1,0,,,,,1,main task,P01.flac,
218,1692376253549,18/08/2023 16:30:53,1692376253467,1,18/08/2023 17:30:53,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,103547.5,,,j,206,0,1,0,,,,,1,main task,P01.flac,
219,1692376254082,18/08/2023 16:30:54,1692376253985,1,18/08/2023 17:30:53,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,104065.10000000149,,,j,207,0,1,0,,,,,1,main task,P01.flac,
220,1692376254535,18/08/2023 16:30:54,1692376254484,1,18/08/2023 17:30:54,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,104564,,,j,208,0,1,0,,,,,1,main task,P01.flac,
221,1692376255066,18/08/2023 16:30:55,1692376254975,1,18/08/2023 17:30:54,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,105055.30000000075,,,j,209,0,1,0,,,,,1,main task,P01.flac,
222,1692376255532,18/08/2023 16:30:55,1692376255480,1,18/08/2023 17:30:55,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,105560.60000000149,,,j,210,0,1,0,,,,,1,main task,P01.flac,
223,1692376256033,18/08/2023 16:30:56,1692376255974,1,18/08/2023 17:30:55,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,106054,,,j,211,0,1,0,,,,,1,main task,P01.flac,
224,1692376256530,18/08/2023 16:30:56,1692376256479,1,18/08/2023 17:30:56,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,106559.40000000224,,,j,212,0,1,0,,,,,1,main task,P01.flac,
225,1692376257117,18/08/2023 16:30:57,1692376256970,1,18/08/2023 17:30:56,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,107050.5,,,j,213,0,1,0,,,,,1,main task,P01.flac,
226,1692376257548,18/08/2023 16:30:57,1692376257496,1,18/08/2023 17:30:57,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,107576.70000000298,,,j,214,0,1,0,,,,,1,main task,P01.flac,
227,1692376258112,18/08/2023 16:30:58,1692376257997,1,18/08/2023 17:30:57,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,108077.60000000149,,,j,215,0,1,0,,,,,1,main task,P01.flac,
228,1692376258560,18/08/2023 16:30:58,1692376258462,1,18/08/2023 17:30:58,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,108542.70000000298,,,j,216,0,1,0,,,,,1,main task,P01.flac,
229,1692376259082,18/08/2023 16:30:59,1692376259010,1,18/08/2023 17:30:59,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,109089.70000000298,,,j,217,0,1,0,,,,,1,main task,P01.flac,
230,1692376259801,18/08/2023 16:30:59,1692376259499,1,18/08/2023 17:30:59,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,109579.30000000075,,,j,218,0,1,0,,,,,1,main task,P01.flac,
231,1692376260163,18/08/2023 16:31:00,1692376259980,1,18/08/2023 17:30:59,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,110059.80000000075,,,j,219,0,1,0,,,,,1,main task,P01.flac,
232,1692376260659,18/08/2023 16:31:00,1692376260461,1,18/08/2023 17:31:00,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,110541.5,,,j,220,0,1,0,,,,,1,main task,P01.flac,
233,1692376261052,18/08/2023 16:31:01,1692376260998,1,18/08/2023 17:31:00,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,111078.70000000298,,,j,221,0,1,0,,,,,1,main task,P01.flac,
234,1692376261539,18/08/2023 16:31:01,1692376261460,1,18/08/2023 17:31:01,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,111540.40000000224,,,j,222,0,1,0,,,,,1,main task,P01.flac,
235,1692376262134,18/08/2023 16:31:02,1692376261981,1,18/08/2023 17:31:01,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,112061.5,,,j,223,0,1,0,,,,,1,main task,P01.flac,
236,1692376262544,18/08/2023 16:31:02,1692376262448,1,18/08/2023 17:31:02,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,112528.20000000298,,,j,224,0,1,0,,,,,1,main task,P01.flac,
237,1692376263023,18/08/2023 16:31:03,1692376262975,1,18/08/2023 17:31:02,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,113055.40000000224,,,j,225,0,1,0,,,,,1,main task,P01.flac,
238,1692376263543,18/08/2023 16:31:03,1692376263458,1,18/08/2023 17:31:03,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,113538.10000000149,,,j,226,0,1,0,,,,,1,main task,P01.flac,
239,1692376264053,18/08/2023 16:31:04,1692376263969,1,18/08/2023 17:31:03,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,114049.10000000149,,,j,227,0,1,0,,,,,1,main task,P01.flac,
240,1692376264527,18/08/2023 16:31:04,1692376264468,1,18/08/2023 17:31:04,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,114548.80000000075,,,j,228,0,1,0,,,,,1,main task,P01.flac,
241,1692376265045,18/08/2023 16:31:05,1692376264974,1,18/08/2023 17:31:04,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,115054.40000000224,,,j,229,0,1,0,,,,,1,main task,P01.flac,
242,1692376265497,18/08/2023 16:31:05,1692376265446,1,18/08/2023 17:31:05,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,115526.5,,,j,230,0,1,0,,,,,1,main task,P01.flac,
243,1692376266038,18/08/2023 16:31:06,1692376265986,1,18/08/2023 17:31:05,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,116065.90000000224,,,j,231,0,1,0,,,,,1,main task,P01.flac,
244,1692376266507,18/08/2023 16:31:06,1692376266456,1,18/08/2023 17:31:06,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,116536.70000000298,,,j,232,0,1,0,,,,,1,main task,P01.flac,
245,1692376267060,18/08/2023 16:31:07,1692376266996,1,18/08/2023 17:31:06,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,117075.90000000224,,,j,233,0,1,0,,,,,1,main task,P01.flac,
246,1692376267543,18/08/2023 16:31:07,1692376267493,1,18/08/2023 17:31:07,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,117573.20000000298,,,j,234,0,1,0,,,,,1,main task,P01.flac,
247,1692376268039,18/08/2023 16:31:08,1692376267981,1,18/08/2023 17:31:07,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,118061.20000000298,,,j,235,0,1,0,,,,,1,main task,P01.flac,
248,1692376268720,18/08/2023 16:31:08,1692376268498,1,18/08/2023 17:31:08,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,118577.70000000298,,,j,236,0,1,0,,,,,1,main task,P01.flac,
249,1692376269201,18/08/2023 16:31:09,1692376269006,1,18/08/2023 17:31:09,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,119086.70000000298,,,j,237,0,1,0,,,,,1,main task,P01.flac,
250,1692376269574,18/08/2023 16:31:09,1692376269478,1,18/08/2023 17:31:09,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,119558.30000000075,,,j,238,0,1,0,,,,,1,main task,P01.flac,
251,1692376270095,18/08/2023 16:31:10,1692376269990,1,18/08/2023 17:31:09,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,120070.30000000075,,,j,239,0,1,0,,,,,1,main task,P01.flac,
252,1692376270530,18/08/2023 16:31:10,1692376270478,1,18/08/2023 17:31:10,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,120558.20000000298,,,j,240,0,1,0,,,,,1,main task,P01.flac,
253,1692376271175,18/08/2023 16:31:11,1692376270993,1,18/08/2023 17:31:10,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,121073.60000000149,,,j,241,0,1,0,,,,,1,main task,P01.flac,
254,1692376271582,18/08/2023 16:31:11,1692376271455,1,18/08/2023 17:31:11,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,121535.60000000149,,,j,242,0,1,0,,,,,1,main task,P01.flac,
255,1692376272028,18/08/2023 16:31:12,1692376271971,1,18/08/2023 17:31:11,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,122051.70000000298,,,j,243,0,1,0,,,,,1,main task,P01.flac,
256,1692376272628,18/08/2023 16:31:12,1692376272461,1,18/08/2023 17:31:12,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,122541.10000000149,,,j,244,0,1,0,,,,,1,main task,P01.flac,
257,1692376273036,18/08/2023 16:31:13,1692376272976,1,18/08/2023 17:31:12,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,123056.5,,,j,245,0,1,0,,,,,1,main task,P01.flac,
258,1692376273566,18/08/2023 16:31:13,1692376273464,1,18/08/2023 17:31:13,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,123544.10000000149,,,j,246,0,1,0,,,,,1,main task,P01.flac,
259,1692376274082,18/08/2023 16:31:14,1692376273989,1,18/08/2023 17:31:13,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,124068.80000000075,,,j,247,0,1,0,,,,,1,main task,P01.flac,
260,1692376274525,18/08/2023 16:31:14,1692376274469,1,18/08/2023 17:31:14,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,124548.80000000075,,,j,248,0,1,0,,,,,1,main task,P01.flac,
261,1692376275018,18/08/2023 16:31:15,1692376274967,1,18/08/2023 17:31:14,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,125047.10000000149,,,j,249,0,1,0,,,,,1,main task,P01.flac,
262,1692376275539,18/08/2023 16:31:15,1692376275478,1,18/08/2023 17:31:15,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,125558.60000000149,,,j,250,0,1,0,,,,,1,main task,P01.flac,
263,1692376276053,18/08/2023 16:31:16,1692376275994,1,18/08/2023 17:31:15,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,126074.20000000298,,,j,251,0,1,0,,,,,1,main task,P01.flac,
264,1692376276581,18/08/2023 16:31:16,1692376276487,1,18/08/2023 17:31:16,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,126566.90000000224,,,j,252,0,1,0,,,,,1,main task,P01.flac,
265,1692376277089,18/08/2023 16:31:17,1692376276980,1,18/08/2023 17:31:16,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,127060.60000000149,,,j,253,0,1,0,,,,,1,main task,P01.flac,
266,1692376277636,18/08/2023 16:31:17,1692376277463,1,18/08/2023 17:31:17,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,127543.70000000298,,,j,254,0,1,0,,,,,1,main task,P01.flac,
267,1692376278196,18/08/2023 16:31:18,1692376277993,1,18/08/2023 17:31:17,0,0,,,31248542,,9262910,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1218x714,,,,Tapping Paradigm,2,Spreadsheet1,Spreadsheet1,2,1,1,main trials,Zone2,response_keyboard_single,128073.20000000298,,,j,255,0,1,0,,,,,1,main task,P01.flac,
